,ID,Burnout
5848,5848,Moderado
5849,5849,Moderado
5850,5850,Burnout
5851,5851,Burnout
5852,5852,Baixo
5853,5853,Burnout
5854,5854,Burnout
5855,5855,Baixo
5856,5856,Moderado
5857,5857,Burnout
5858,5858,Alto
5859,5859,Baixo
5860,5860,Alto
5861,5861,Moderado
5862,5862,Baixo
5863,5863,Alto
5864,5864,Burnout
5865,5865,Baixo
5866,5866,Alto
5867,5867,Baixo
5868,5868,Alto
5869,5869,Burnout
5870,5870,Baixo
5871,5871,Moderado
5872,5872,Moderado
5873,5873,Alto
5874,5874,Moderado
5875,5875,Alto
5876,5876,Moderado
5877,5877,Moderado
5878,5878,Moderado
5879,5879,Baixo
5880,5880,Alto
5881,5881,Alto
5882,5882,Alto
5883,5883,Moderado
5884,5884,Moderado
5885,5885,Baixo
5886,5886,Burnout
5887,5887,Moderado
5888,5888,Alto
5889,5889,Baixo
5890,5890,Alto
5891,5891,Alto
5892,5892,Moderado
5893,5893,Burnout
5894,5894,Burnout
5895,5895,Burnout
5896,5896,Alto
5897,5897,Baixo
5898,5898,Burnout
5899,5899,Burnout
5900,5900,Burnout
5901,5901,Baixo
5902,5902,Burnout
5903,5903,Moderado
5904,5904,Alto
5905,5905,Burnout
5906,5906,Alto
5907,5907,Moderado
5908,5908,Baixo
5909,5909,Alto
5910,5910,Burnout
5911,5911,Moderado
5912,5912,Alto
5913,5913,Moderado
5914,5914,Burnout
5915,5915,Burnout
5916,5916,Burnout
5917,5917,Alto
5918,5918,Alto
5919,5919,Moderado
5920,5920,Baixo
5921,5921,Burnout
5922,5922,Baixo
5923,5923,Burnout
5924,5924,Baixo
5925,5925,Alto
5926,5926,Moderado
5927,5927,Moderado
5928,5928,Baixo
5929,5929,Burnout
5930,5930,Alto
5931,5931,Baixo
5932,5932,Moderado
5933,5933,Moderado
5934,5934,Alto
5935,5935,Burnout
5936,5936,Baixo
5937,5937,Burnout
5938,5938,Baixo
5939,5939,Moderado
5940,5940,Baixo
5941,5941,Moderado
5942,5942,Moderado
5943,5943,Alto
5944,5944,Baixo
5945,5945,Alto
5946,5946,Moderado
5947,5947,Baixo
5948,5948,Moderado
5949,5949,Moderado
5950,5950,Burnout
5951,5951,Moderado
5952,5952,Alto
5953,5953,Alto
5954,5954,Burnout
5955,5955,Moderado
5956,5956,Moderado
5957,5957,Moderado
5958,5958,Alto
5959,5959,Burnout
5960,5960,Baixo
5961,5961,Baixo
5962,5962,Alto
5963,5963,Moderado
5964,5964,Moderado
5965,5965,Baixo
5966,5966,Moderado
5967,5967,Moderado
5968,5968,Moderado
5969,5969,Alto
5970,5970,Moderado
5971,5971,Baixo
5972,5972,Baixo
5973,5973,Burnout
5974,5974,Moderado
5975,5975,Alto
5976,5976,Burnout
5977,5977,Burnout
5978,5978,Burnout
5979,5979,Baixo
5980,5980,Baixo
5981,5981,Burnout
5982,5982,Moderado
5983,5983,Burnout
5984,5984,Alto
5985,5985,Burnout
5986,5986,Baixo
5987,5987,Alto
5988,5988,Baixo
5989,5989,Alto
5990,5990,Baixo
5991,5991,Moderado
5992,5992,Burnout
5993,5993,Baixo
5994,5994,Baixo
5995,5995,Burnout
5996,5996,Baixo
5997,5997,Moderado
5998,5998,Baixo
5999,5999,Alto
6000,6000,Moderado
6001,6001,Alto
6002,6002,Moderado
6003,6003,Moderado
6004,6004,Moderado
6005,6005,Baixo
6006,6006,Alto
6007,6007,Alto
6008,6008,Burnout
6009,6009,Alto
6010,6010,Alto
6011,6011,Baixo
6012,6012,Baixo
6013,6013,Alto
6014,6014,Alto
6015,6015,Burnout
6016,6016,Moderado
6017,6017,Moderado
6018,6018,Moderado
6019,6019,Baixo
6020,6020,Moderado
6021,6021,Moderado
6022,6022,Moderado
6023,6023,Moderado
6024,6024,Baixo
6025,6025,Burnout
6026,6026,Moderado
6027,6027,Moderado
6028,6028,Baixo
6029,6029,Alto
6030,6030,Moderado
6031,6031,Alto
6032,6032,Baixo
6033,6033,Baixo
6034,6034,Baixo
6035,6035,Alto
6036,6036,Moderado
6037,6037,Moderado
6038,6038,Moderado
6039,6039,Alto
6040,6040,Burnout
6041,6041,Moderado
6042,6042,Moderado
6043,6043,Baixo
6044,6044,Alto
6045,6045,Burnout
6046,6046,Burnout
6047,6047,Baixo
6048,6048,Moderado
6049,6049,Alto
6050,6050,Alto
6051,6051,Moderado
6052,6052,Burnout
6053,6053,Baixo
6054,6054,Moderado
6055,6055,Moderado
6056,6056,Alto
6057,6057,Burnout
6058,6058,Alto
6059,6059,Alto
6060,6060,Baixo
6061,6061,Moderado
6062,6062,Burnout
6063,6063,Moderado
6064,6064,Moderado
6065,6065,Baixo
6066,6066,Baixo
6067,6067,Alto
6068,6068,Moderado
6069,6069,Baixo
6070,6070,Baixo
6071,6071,Burnout
6072,6072,Baixo
6073,6073,Baixo
6074,6074,Baixo
6075,6075,Alto
6076,6076,Moderado
6077,6077,Alto
6078,6078,Baixo
6079,6079,Moderado
6080,6080,Baixo
6081,6081,Baixo
6082,6082,Burnout
6083,6083,Moderado
6084,6084,Baixo
6085,6085,Moderado
6086,6086,Moderado
6087,6087,Alto
6088,6088,Moderado
6089,6089,Burnout
6090,6090,Alto
6091,6091,Burnout
6092,6092,Alto
6093,6093,Burnout
6094,6094,Moderado
6095,6095,Burnout
6096,6096,Baixo
6097,6097,Alto
6098,6098,Burnout
6099,6099,Baixo
6100,6100,Moderado
6101,6101,Baixo
6102,6102,Moderado
6103,6103,Moderado
6104,6104,Baixo
6105,6105,Burnout
6106,6106,Baixo
6107,6107,Burnout
6108,6108,Moderado
6109,6109,Moderado
6110,6110,Moderado
6111,6111,Baixo
6112,6112,Burnout
6113,6113,Burnout
6114,6114,Alto
6115,6115,Alto
6116,6116,Moderado
6117,6117,Baixo
6118,6118,Alto
6119,6119,Alto
6120,6120,Moderado
6121,6121,Burnout
6122,6122,Baixo
6123,6123,Moderado
6124,6124,Burnout
6125,6125,Baixo
6126,6126,Moderado
6127,6127,Burnout
6128,6128,Alto
6129,6129,Moderado
6130,6130,Moderado
6131,6131,Moderado
6132,6132,Moderado
6133,6133,Baixo
6134,6134,Moderado
6135,6135,Moderado
6136,6136,Alto
6137,6137,Baixo
6138,6138,Alto
6139,6139,Baixo
6140,6140,Baixo
6141,6141,Moderado
6142,6142,Alto
6143,6143,Moderado
6144,6144,Burnout
6145,6145,Burnout
6146,6146,Burnout
6147,6147,Moderado
6148,6148,Burnout
6149,6149,Moderado
6150,6150,Burnout
6151,6151,Baixo
6152,6152,Moderado
6153,6153,Burnout
6154,6154,Moderado
6155,6155,Baixo
6156,6156,Baixo
6157,6157,Moderado
6158,6158,Alto
6159,6159,Moderado
6160,6160,Moderado
6161,6161,Alto
6162,6162,Alto
6163,6163,Baixo
6164,6164,Burnout
6165,6165,Baixo
6166,6166,Moderado
6167,6167,Moderado
6168,6168,Baixo
6169,6169,Alto
6170,6170,Burnout
6171,6171,Burnout
6172,6172,Alto
6173,6173,Moderado
6174,6174,Burnout
6175,6175,Baixo
6176,6176,Burnout
6177,6177,Moderado
6178,6178,Burnout
6179,6179,Moderado
6180,6180,Alto
6181,6181,Moderado
6182,6182,Alto
6183,6183,Burnout
6184,6184,Moderado
6185,6185,Moderado
6186,6186,Burnout
6187,6187,Moderado
6188,6188,Burnout
6189,6189,Baixo
6190,6190,Baixo
6191,6191,Alto
6192,6192,Baixo
6193,6193,Baixo
6194,6194,Moderado
6195,6195,Baixo
6196,6196,Moderado
6197,6197,Alto
6198,6198,Moderado
6199,6199,Moderado
6200,6200,Moderado
6201,6201,Moderado
6202,6202,Baixo
6203,6203,Alto
6204,6204,Burnout
6205,6205,Moderado
6206,6206,Alto
6207,6207,Moderado
6208,6208,Baixo
6209,6209,Baixo
6210,6210,Moderado
6211,6211,Moderado
6212,6212,Baixo
6213,6213,Alto
6214,6214,Baixo
6215,6215,Baixo
6216,6216,Moderado
6217,6217,Moderado
6218,6218,Burnout
6219,6219,Alto
6220,6220,Moderado
6221,6221,Alto
6222,6222,Baixo
6223,6223,Baixo
6224,6224,Alto
6225,6225,Baixo
6226,6226,Burnout
6227,6227,Baixo
6228,6228,Alto
6229,6229,Baixo
6230,6230,Moderado
6231,6231,Alto
6232,6232,Alto
6233,6233,Baixo
6234,6234,Alto
6235,6235,Alto
6236,6236,Burnout
6237,6237,Burnout
6238,6238,Burnout
6239,6239,Alto
6240,6240,Alto
6241,6241,Moderado
6242,6242,Moderado
6243,6243,Burnout
6244,6244,Burnout
6245,6245,Alto
6246,6246,Burnout
6247,6247,Baixo
6248,6248,Burnout
6249,6249,Baixo
6250,6250,Burnout
6251,6251,Alto
6252,6252,Burnout
6253,6253,Burnout
6254,6254,Moderado
6255,6255,Alto
6256,6256,Baixo
6257,6257,Moderado
6258,6258,Burnout
6259,6259,Moderado
6260,6260,Alto
6261,6261,Moderado
6262,6262,Moderado
6263,6263,Baixo
6264,6264,Alto
6265,6265,Burnout
6266,6266,Alto
6267,6267,Alto
6268,6268,Moderado
6269,6269,Moderado
6270,6270,Baixo
6271,6271,Alto
6272,6272,Moderado
6273,6273,Baixo
6274,6274,Alto
6275,6275,Alto
6276,6276,Alto
6277,6277,Baixo
6278,6278,Baixo
6279,6279,Baixo
6280,6280,Alto
6281,6281,Moderado
6282,6282,Alto
6283,6283,Moderado
6284,6284,Burnout
6285,6285,Alto
6286,6286,Alto
6287,6287,Baixo
6288,6288,Moderado
6289,6289,Baixo
6290,6290,Baixo
6291,6291,Moderado
6292,6292,Moderado
6293,6293,Alto
6294,6294,Burnout
6295,6295,Baixo
6296,6296,Alto
6297,6297,Alto
6298,6298,Moderado
6299,6299,Burnout
6300,6300,Moderado
6301,6301,Alto
6302,6302,Burnout
6303,6303,Burnout
6304,6304,Moderado
6305,6305,Alto
6306,6306,Moderado
6307,6307,Moderado
6308,6308,Burnout
6309,6309,Baixo
6310,6310,Baixo
6311,6311,Moderado
6312,6312,Moderado
6313,6313,Moderado
6314,6314,Alto
6315,6315,Alto
6316,6316,Alto
6317,6317,Moderado
6318,6318,Burnout
6319,6319,Alto
6320,6320,Moderado
6321,6321,Baixo
6322,6322,Moderado
6323,6323,Moderado
6324,6324,Baixo
6325,6325,Burnout
6326,6326,Baixo
6327,6327,Alto
6328,6328,Alto
6329,6329,Alto
6330,6330,Alto
6331,6331,Burnout
6332,6332,Moderado
6333,6333,Alto
6334,6334,Baixo
6335,6335,Baixo
6336,6336,Baixo
6337,6337,Moderado
6338,6338,Alto
6339,6339,Baixo
6340,6340,Burnout
6341,6341,Moderado
6342,6342,Alto
6343,6343,Burnout
6344,6344,Alto
6345,6345,Alto
6346,6346,Burnout
6347,6347,Moderado
6348,6348,Alto
6349,6349,Baixo
6350,6350,Alto
6351,6351,Burnout
6352,6352,Baixo
6353,6353,Moderado
6354,6354,Moderado
6355,6355,Burnout
6356,6356,Burnout
6357,6357,Burnout
6358,6358,Alto
6359,6359,Alto
6360,6360,Baixo
6361,6361,Burnout
6362,6362,Alto
6363,6363,Burnout
6364,6364,Alto
6365,6365,Burnout
6366,6366,Moderado
6367,6367,Moderado
6368,6368,Baixo
6369,6369,Baixo
6370,6370,Baixo
6371,6371,Baixo
6372,6372,Burnout
6373,6373,Alto
6374,6374,Alto
6375,6375,Alto
6376,6376,Alto
6377,6377,Moderado
6378,6378,Moderado
6379,6379,Moderado
6380,6380,Moderado
6381,6381,Moderado
6382,6382,Moderado
6383,6383,Baixo
6384,6384,Burnout
6385,6385,Burnout
6386,6386,Baixo
6387,6387,Moderado
6388,6388,Alto
6389,6389,Moderado
6390,6390,Alto
6391,6391,Alto
6392,6392,Moderado
6393,6393,Moderado
6394,6394,Moderado
6395,6395,Moderado
6396,6396,Moderado
6397,6397,Burnout
6398,6398,Baixo
6399,6399,Alto
6400,6400,Burnout
6401,6401,Burnout
6402,6402,Alto
6403,6403,Alto
6404,6404,Baixo
6405,6405,Alto
6406,6406,Baixo
6407,6407,Alto
6408,6408,Moderado
6409,6409,Moderado
6410,6410,Burnout
6411,6411,Burnout
6412,6412,Burnout
6413,6413,Moderado
6414,6414,Alto
6415,6415,Moderado
6416,6416,Moderado
6417,6417,Burnout
6418,6418,Moderado
6419,6419,Moderado
6420,6420,Alto
6421,6421,Moderado
6422,6422,Alto
6423,6423,Moderado
6424,6424,Moderado
6425,6425,Burnout
6426,6426,Moderado
6427,6427,Alto
6428,6428,Baixo
6429,6429,Baixo
6430,6430,Alto
6431,6431,Baixo
6432,6432,Baixo
6433,6433,Moderado
6434,6434,Alto
6435,6435,Baixo
6436,6436,Burnout
6437,6437,Alto
6438,6438,Moderado
6439,6439,Baixo
6440,6440,Moderado
6441,6441,Moderado
6442,6442,Moderado
6443,6443,Baixo
6444,6444,Moderado
6445,6445,Burnout
6446,6446,Alto
6447,6447,Alto
6448,6448,Moderado
6449,6449,Burnout
6450,6450,Moderado
6451,6451,Alto
6452,6452,Moderado
6453,6453,Alto
6454,6454,Moderado
6455,6455,Burnout
6456,6456,Moderado
6457,6457,Baixo
6458,6458,Baixo
6459,6459,Baixo
6460,6460,Baixo
6461,6461,Alto
6462,6462,Baixo
6463,6463,Burnout
6464,6464,Baixo
6465,6465,Burnout
6466,6466,Burnout
6467,6467,Burnout
6468,6468,Baixo
6469,6469,Baixo
6470,6470,Baixo
6471,6471,Burnout
6472,6472,Baixo
6473,6473,Moderado
6474,6474,Moderado
6475,6475,Moderado
6476,6476,Moderado
6477,6477,Moderado
6478,6478,Moderado
6479,6479,Burnout
6480,6480,Moderado
6481,6481,Moderado
6482,6482,Moderado
6483,6483,Alto
6484,6484,Burnout
6485,6485,Moderado
6486,6486,Burnout
6487,6487,Alto
6488,6488,Moderado
6489,6489,Moderado
6490,6490,Burnout
6491,6491,Baixo
6492,6492,Alto
6493,6493,Alto
6494,6494,Burnout
6495,6495,Alto
6496,6496,Burnout
6497,6497,Alto
6498,6498,Alto
6499,6499,Baixo
6500,6500,Moderado
6501,6501,Moderado
6502,6502,Moderado
6503,6503,Baixo
6504,6504,Burnout
6505,6505,Burnout
6506,6506,Alto
6507,6507,Alto
6508,6508,Baixo
6509,6509,Baixo
6510,6510,Burnout
6511,6511,Baixo
6512,6512,Alto
6513,6513,Baixo
6514,6514,Alto
6515,6515,Moderado
6516,6516,Burnout
6517,6517,Alto
6518,6518,Alto
6519,6519,Moderado
6520,6520,Alto
6521,6521,Baixo
6522,6522,Baixo
6523,6523,Moderado
6524,6524,Alto
6525,6525,Baixo
6526,6526,Alto
6527,6527,Burnout
6528,6528,Moderado
6529,6529,Baixo
6530,6530,Burnout
6531,6531,Alto
6532,6532,Burnout
6533,6533,Burnout
6534,6534,Moderado
6535,6535,Moderado
6536,6536,Moderado
6537,6537,Burnout
6538,6538,Baixo
6539,6539,Burnout
6540,6540,Burnout
6541,6541,Alto
6542,6542,Moderado
6543,6543,Alto
6544,6544,Moderado
6545,6545,Moderado
6546,6546,Alto
6547,6547,Moderado
6548,6548,Baixo
6549,6549,Alto
6550,6550,Moderado
6551,6551,Baixo
6552,6552,Burnout
6553,6553,Burnout
6554,6554,Moderado
6555,6555,Moderado
6556,6556,Alto
6557,6557,Alto
6558,6558,Alto
6559,6559,Alto
6560,6560,Moderado
6561,6561,Burnout
6562,6562,Moderado
6563,6563,Burnout
6564,6564,Moderado
6565,6565,Burnout
6566,6566,Alto
6567,6567,Baixo
6568,6568,Burnout
6569,6569,Alto
6570,6570,Alto
6571,6571,Baixo
6572,6572,Moderado
6573,6573,Moderado
6574,6574,Moderado
6575,6575,Moderado
6576,6576,Burnout
6577,6577,Baixo
6578,6578,Moderado
6579,6579,Moderado
6580,6580,Burnout
6581,6581,Alto
6582,6582,Burnout
6583,6583,Burnout
6584,6584,Moderado
6585,6585,Alto
6586,6586,Alto
6587,6587,Moderado
6588,6588,Baixo
6589,6589,Moderado
6590,6590,Baixo
6591,6591,Burnout
6592,6592,Burnout
6593,6593,Moderado
6594,6594,Alto
6595,6595,Burnout
6596,6596,Moderado
6597,6597,Moderado
6598,6598,Moderado
6599,6599,Moderado
6600,6600,Burnout
6601,6601,Alto
6602,6602,Moderado
6603,6603,Alto
6604,6604,Burnout
6605,6605,Moderado
6606,6606,Moderado
6607,6607,Moderado
6608,6608,Baixo
6609,6609,Moderado
6610,6610,Alto
6611,6611,Baixo
6612,6612,Alto
6613,6613,Burnout
6614,6614,Alto
6615,6615,Baixo
6616,6616,Alto
6617,6617,Burnout
6618,6618,Moderado
6619,6619,Alto
6620,6620,Alto
6621,6621,Baixo
6622,6622,Moderado
6623,6623,Burnout
6624,6624,Burnout
6625,6625,Baixo
6626,6626,Moderado
6627,6627,Alto
6628,6628,Baixo
6629,6629,Baixo
6630,6630,Moderado
6631,6631,Moderado
6632,6632,Burnout
6633,6633,Alto
6634,6634,Burnout
6635,6635,Baixo
6636,6636,Moderado
6637,6637,Baixo
6638,6638,Moderado
6639,6639,Moderado
6640,6640,Burnout
6641,6641,Alto
6642,6642,Baixo
6643,6643,Burnout
6644,6644,Baixo
6645,6645,Alto
6646,6646,Alto
6647,6647,Moderado
6648,6648,Burnout
6649,6649,Alto
6650,6650,Baixo
6651,6651,Baixo
6652,6652,Alto
6653,6653,Moderado
6654,6654,Moderado
6655,6655,Moderado
6656,6656,Burnout
6657,6657,Alto
6658,6658,Baixo
6659,6659,Alto
6660,6660,Moderado
6661,6661,Moderado
6662,6662,Burnout
6663,6663,Moderado
6664,6664,Moderado
6665,6665,Moderado
6666,6666,Burnout
6667,6667,Moderado
6668,6668,Moderado
6669,6669,Burnout
6670,6670,Moderado
6671,6671,Moderado
6672,6672,Moderado
6673,6673,Moderado
6674,6674,Baixo
6675,6675,Moderado
6676,6676,Moderado
6677,6677,Moderado
6678,6678,Burnout
6679,6679,Moderado
6680,6680,Baixo
6681,6681,Burnout
6682,6682,Moderado
6683,6683,Moderado
6684,6684,Alto
6685,6685,Baixo
6686,6686,Baixo
6687,6687,Moderado
6688,6688,Baixo
6689,6689,Moderado
6690,6690,Burnout
6691,6691,Baixo
6692,6692,Baixo
6693,6693,Alto
6694,6694,Moderado
6695,6695,Alto
6696,6696,Burnout
6697,6697,Moderado
6698,6698,Moderado
6699,6699,Alto
6700,6700,Baixo
6701,6701,Baixo
6702,6702,Alto
6703,6703,Alto
6704,6704,Burnout
6705,6705,Moderado
6706,6706,Baixo
6707,6707,Burnout
6708,6708,Burnout
6709,6709,Baixo
6710,6710,Baixo
6711,6711,Baixo
6712,6712,Baixo
6713,6713,Moderado
6714,6714,Moderado
6715,6715,Alto
6716,6716,Moderado
6717,6717,Baixo
6718,6718,Alto
6719,6719,Burnout
6720,6720,Alto
6721,6721,Moderado
6722,6722,Moderado
6723,6723,Baixo
6724,6724,Baixo
6725,6725,Alto
6726,6726,Baixo
6727,6727,Baixo
6728,6728,Alto
6729,6729,Moderado
6730,6730,Moderado
6731,6731,Burnout
6732,6732,Moderado
6733,6733,Alto
6734,6734,Baixo
6735,6735,Alto
6736,6736,Baixo
6737,6737,Moderado
6738,6738,Moderado
6739,6739,Alto
6740,6740,Alto
6741,6741,Alto
6742,6742,Moderado
6743,6743,Baixo
6744,6744,Baixo
6745,6745,Alto
6746,6746,Alto
6747,6747,Moderado
6748,6748,Alto
6749,6749,Burnout
6750,6750,Moderado
6751,6751,Moderado
6752,6752,Alto
6753,6753,Baixo
6754,6754,Alto
6755,6755,Alto
6756,6756,Burnout
6757,6757,Alto
6758,6758,Baixo
6759,6759,Alto
6760,6760,Burnout
6761,6761,Burnout
6762,6762,Burnout
6763,6763,Alto
6764,6764,Baixo
6765,6765,Alto
6766,6766,Moderado
6767,6767,Moderado
6768,6768,Alto
6769,6769,Baixo
6770,6770,Alto
6771,6771,Burnout
6772,6772,Alto
6773,6773,Burnout
6774,6774,Alto
6775,6775,Moderado
6776,6776,Burnout
6777,6777,Moderado
6778,6778,Alto
6779,6779,Burnout
6780,6780,Baixo
6781,6781,Baixo
6782,6782,Baixo
6783,6783,Alto
6784,6784,Burnout
6785,6785,Alto
6786,6786,Moderado
6787,6787,Alto
6788,6788,Moderado
6789,6789,Moderado
6790,6790,Moderado
6791,6791,Burnout
6792,6792,Moderado
6793,6793,Moderado
6794,6794,Baixo
6795,6795,Moderado
6796,6796,Burnout
6797,6797,Moderado
6798,6798,Alto
6799,6799,Moderado
6800,6800,Baixo
6801,6801,Baixo
6802,6802,Moderado
6803,6803,Baixo
6804,6804,Burnout
6805,6805,Moderado
6806,6806,Burnout
6807,6807,Moderado
6808,6808,Moderado
6809,6809,Burnout
6810,6810,Baixo
6811,6811,Baixo
6812,6812,Burnout
6813,6813,Moderado
6814,6814,Alto
6815,6815,Alto
6816,6816,Moderado
6817,6817,Moderado
6818,6818,Moderado
6819,6819,Moderado
6820,6820,Alto
6821,6821,Moderado
6822,6822,Moderado
6823,6823,Burnout
6824,6824,Burnout
6825,6825,Alto
6826,6826,Alto
6827,6827,Baixo
6828,6828,Moderado
6829,6829,Burnout
6830,6830,Burnout
6831,6831,Alto
6832,6832,Baixo
6833,6833,Moderado
6834,6834,Moderado
6835,6835,Moderado
6836,6836,Alto
6837,6837,Burnout
6838,6838,Moderado
6839,6839,Baixo
6840,6840,Baixo
6841,6841,Burnout
6842,6842,Alto
6843,6843,Baixo
6844,6844,Baixo
6845,6845,Alto
6846,6846,Baixo
6847,6847,Moderado
6848,6848,Burnout
6849,6849,Burnout
6850,6850,Baixo
6851,6851,Burnout
6852,6852,Moderado
6853,6853,Alto
6854,6854,Burnout
6855,6855,Moderado
6856,6856,Moderado
6857,6857,Baixo
6858,6858,Moderado
6859,6859,Alto
6860,6860,Baixo
6861,6861,Moderado
6862,6862,Burnout
6863,6863,Moderado
6864,6864,Alto
6865,6865,Moderado
6866,6866,Burnout
6867,6867,Alto
6868,6868,Moderado
6869,6869,Alto
6870,6870,Burnout
6871,6871,Moderado
6872,6872,Burnout
6873,6873,Burnout
6874,6874,Alto
6875,6875,Alto
6876,6876,Baixo
6877,6877,Burnout
6878,6878,Alto
6879,6879,Burnout
6880,6880,Burnout
6881,6881,Burnout
6882,6882,Alto
6883,6883,Burnout
6884,6884,Moderado
6885,6885,Alto
6886,6886,Burnout
6887,6887,Moderado
6888,6888,Baixo
6889,6889,Moderado
6890,6890,Alto
6891,6891,Moderado
6892,6892,Alto
6893,6893,Alto
6894,6894,Burnout
6895,6895,Baixo
6896,6896,Alto
6897,6897,Moderado
6898,6898,Burnout
6899,6899,Baixo
6900,6900,Alto
6901,6901,Moderado
6902,6902,Burnout
6903,6903,Burnout
6904,6904,Burnout
6905,6905,Baixo
6906,6906,Baixo
6907,6907,Moderado
6908,6908,Burnout
6909,6909,Burnout
6910,6910,Alto
6911,6911,Moderado
6912,6912,Baixo
6913,6913,Moderado
6914,6914,Moderado
6915,6915,Baixo
6916,6916,Alto
6917,6917,Moderado
6918,6918,Alto
6919,6919,Burnout
6920,6920,Baixo
6921,6921,Baixo
6922,6922,Moderado
6923,6923,Moderado
6924,6924,Moderado
6925,6925,Burnout
6926,6926,Moderado
6927,6927,Alto
6928,6928,Burnout
6929,6929,Baixo
6930,6930,Burnout
6931,6931,Moderado
6932,6932,Moderado
6933,6933,Moderado
6934,6934,Baixo
6935,6935,Burnout
6936,6936,Burnout
6937,6937,Baixo
6938,6938,Alto
6939,6939,Alto
6940,6940,Moderado
6941,6941,Baixo
6942,6942,Burnout
6943,6943,Burnout
6944,6944,Moderado
6945,6945,Alto
6946,6946,Moderado
6947,6947,Baixo
6948,6948,Burnout
6949,6949,Burnout
6950,6950,Burnout
6951,6951,Burnout
6952,6952,Burnout
6953,6953,Moderado
6954,6954,Moderado
6955,6955,Moderado
6956,6956,Moderado
6957,6957,Baixo
6958,6958,Baixo
6959,6959,Moderado
6960,6960,Burnout
6961,6961,Moderado
6962,6962,Moderado
6963,6963,Moderado
6964,6964,Baixo
6965,6965,Alto
6966,6966,Alto
6967,6967,Moderado
6968,6968,Alto
6969,6969,Alto
6970,6970,Alto
6971,6971,Burnout
6972,6972,Alto
6973,6973,Alto
6974,6974,Moderado
6975,6975,Alto
6976,6976,Alto
6977,6977,Moderado
6978,6978,Moderado
6979,6979,Baixo
6980,6980,Burnout
6981,6981,Moderado
6982,6982,Burnout
6983,6983,Burnout
6984,6984,Baixo
6985,6985,Alto
6986,6986,Moderado
6987,6987,Burnout
6988,6988,Burnout
6989,6989,Burnout
6990,6990,Baixo
6991,6991,Alto
6992,6992,Alto
6993,6993,Moderado
6994,6994,Moderado
6995,6995,Burnout
6996,6996,Burnout
6997,6997,Burnout
6998,6998,Moderado
6999,6999,Moderado
7000,7000,Moderado
7001,7001,Moderado
7002,7002,Burnout
7003,7003,Moderado
7004,7004,Moderado
7005,7005,Alto
7006,7006,Burnout
7007,7007,Burnout
7008,7008,Moderado
7009,7009,Moderado
7010,7010,Moderado
7011,7011,Baixo
7012,7012,Baixo
7013,7013,Alto
7014,7014,Alto
7015,7015,Moderado
7016,7016,Moderado
7017,7017,Alto
7018,7018,Moderado
7019,7019,Moderado
7020,7020,Baixo
7021,7021,Alto
7022,7022,Moderado
7023,7023,Burnout
7024,7024,Alto
7025,7025,Burnout
7026,7026,Alto
7027,7027,Moderado
7028,7028,Moderado
7029,7029,Alto
7030,7030,Baixo
7031,7031,Alto
7032,7032,Alto
7033,7033,Moderado
7034,7034,Burnout
7035,7035,Burnout
7036,7036,Moderado
7037,7037,Alto
7038,7038,Moderado
7039,7039,Moderado
7040,7040,Alto
7041,7041,Burnout
7042,7042,Burnout
7043,7043,Moderado
7044,7044,Moderado
7045,7045,Baixo
7046,7046,Moderado
7047,7047,Moderado
7048,7048,Moderado
7049,7049,Moderado
7050,7050,Burnout
7051,7051,Moderado
7052,7052,Burnout
7053,7053,Burnout
7054,7054,Baixo
7055,7055,Burnout
7056,7056,Burnout
7057,7057,Moderado
7058,7058,Moderado
7059,7059,Moderado
7060,7060,Baixo
7061,7061,Alto
7062,7062,Moderado
7063,7063,Baixo
7064,7064,Alto
7065,7065,Burnout
7066,7066,Baixo
7067,7067,Baixo
7068,7068,Moderado
7069,7069,Baixo
7070,7070,Moderado
7071,7071,Alto
7072,7072,Moderado
7073,7073,Moderado
7074,7074,Baixo
7075,7075,Baixo
7076,7076,Burnout
7077,7077,Moderado
7078,7078,Burnout
7079,7079,Moderado
7080,7080,Alto
7081,7081,Moderado
7082,7082,Alto
7083,7083,Baixo
7084,7084,Alto
7085,7085,Burnout
7086,7086,Baixo
7087,7087,Alto
7088,7088,Baixo
7089,7089,Alto
7090,7090,Baixo
7091,7091,Moderado
7092,7092,Moderado
7093,7093,Alto
7094,7094,Burnout
7095,7095,Moderado
7096,7096,Burnout
7097,7097,Alto
7098,7098,Baixo
7099,7099,Baixo
7100,7100,Baixo
7101,7101,Burnout
7102,7102,Burnout
7103,7103,Moderado
7104,7104,Moderado
7105,7105,Moderado
7106,7106,Baixo
7107,7107,Moderado
7108,7108,Moderado
7109,7109,Moderado
7110,7110,Burnout
7111,7111,Moderado
7112,7112,Alto
7113,7113,Alto
7114,7114,Alto
7115,7115,Burnout
7116,7116,Baixo
7117,7117,Moderado
7118,7118,Alto
7119,7119,Moderado
7120,7120,Burnout
7121,7121,Alto
7122,7122,Burnout
7123,7123,Baixo
7124,7124,Burnout
7125,7125,Baixo
7126,7126,Moderado
7127,7127,Baixo
7128,7128,Burnout
7129,7129,Burnout
7130,7130,Baixo
7131,7131,Moderado
7132,7132,Moderado
7133,7133,Moderado
7134,7134,Alto
7135,7135,Burnout
7136,7136,Moderado
7137,7137,Moderado
7138,7138,Baixo
7139,7139,Burnout
7140,7140,Alto
7141,7141,Burnout
7142,7142,Moderado
7143,7143,Moderado
7144,7144,Alto
7145,7145,Baixo
7146,7146,Baixo
7147,7147,Burnout
